sample_id,season,event,driver,stint,lap,horizon,current_D,generated_target,raw_dataset_target,difference,status
2025_034,2025,Bahrain Grand Prix,ALO,3,40,+5,0.25,1.0183,1.0183,0.0,PASS
2025_034,2025,Bahrain Grand Prix,ALO,3,40,+10,0.25,1.0183,1.0183,0.0,PASS
2025_035,2025,Belgian Grand Prix,SAI,2,23,+1,0.5481,0.5481,0.5481,0.0,PASS
2025_035,2025,Belgian Grand Prix,SAI,2,23,+3,0.5481,4.6273,4.6273,0.0,PASS
2025_035,2025,Belgian Grand Prix,SAI,2,23,+5,0.5481,NaN,NaN,0.0,PASS
2025_035,2025,Belgian Grand Prix,SAI,2,23,+10,0.5481,NaN,NaN,0.0,PASS
2025_036,2025,Dutch Grand Prix,STR,2,28,+1,3.2145,3.2145,3.2145,0.0,PASS
2025_036,2025,Dutch Grand Prix,STR,2,28,+3,3.2145,3.2145,3.2145,0.0,PASS
2025_036,2025,Dutch Grand Prix,STR,2,28,+5,3.2145,3.2145,3.2145,0.0,PASS
2025_036,2025,Dutch Grand Prix,STR,2,28,+10,3.2145,3.2145,3.2145,0.0,PASS
2025_037,2025,Dutch Grand Prix,RUS,3,60,+1,0.0,0.0,0.0,0.0,PASS
2025_037,2025,Dutch Grand Prix,RUS,3,60,+3,0.0,0.0,0.0,0.0,PASS
2025_037,2025,Dutch Grand Prix,RUS,3,60,+5,0.0,0.4525,0.4525,0.0,PASS
2025_037,2025,Dutch Grand Prix,RUS,3,60,+10,0.0,NaN,NaN,0.0,PASS
2025_038,2025,Bahrain Grand Prix,HAM,3,49,+1,1.7739,1.7777,1.7777,0.0,PASS
2025_038,2025,Bahrain Grand Prix,HAM,3,49,+3,1.7739,2.3745,2.3745,0.0,PASS
2025_038,2025,Bahrain Grand Prix,HAM,3,49,+5,1.7739,2.546,2.546,0.0,PASS
2025_038,2025,Bahrain Grand Prix,HAM,3,49,+10,1.7739,NaN,NaN,0.0,PASS
2025_039,2025,Singapore Grand Prix,ALB,1,40,+1,0.7422,0.7422,0.7422,0.0,PASS
2025_039,2025,Singapore Grand Prix,ALB,1,40,+3,0.7422,NaN,NaN,0.0,PASS
2025_039,2025,Singapore Grand Prix,ALB,1,40,+5,0.7422,NaN,NaN,0.0,PASS
2025_039,2025,Singapore Grand Prix,ALB,1,40,+10,0.7422,NaN,NaN,0.0,PASS
2025_040,2025,Hungarian Grand Prix,HAM,1,4,+1,0.0,0.0,0.0,0.0,PASS
2025_040,2025,Hungarian Grand Prix,HAM,1,4,+3,0.0,0.0,0.0,0.0,PASS
2025_040,2025,Hungarian Grand Prix,HAM,1,4,+5,0.0,0.0,0.0,0.0,PASS
2025_040,2025,Hungarian Grand Prix,HAM,1,4,+10,0.0,0.0,0.0,0.0,PASS
2025_041,2025,Saudi Arabian Grand Prix,BEA,1,4,+1,0.0,0.0,0.0,0.0,PASS
2025_041,2025,Saudi Arabian Grand Prix,BEA,1,4,+3,0.0,0.0,0.0,0.0,PASS
2025_041,2025,Saudi Arabian Grand Prix,BEA,1,4,+5,0.0,0.0,0.0,0.0,PASS
2025_041,2025,Saudi Arabian Grand Prix,BEA,1,4,+10,0.0,0.6934,0.6934,0.0,PASS
2025_042,2025,Las Vegas Grand Prix,SAI,1,8,+1,0.0,0.0,0.0,0.0,PASS
2025_042,2025,Las Vegas Grand Prix,SAI,1,8,+3,0.0,0.0369,0.0369,0.0,PASS
2025_042,2025,Las Vegas Grand Prix,SAI,1,8,+5,0.0,0.0369,0.0369,0.0,PASS
2025_042,2025,Las Vegas Grand Prix,SAI,1,8,+10,0.0,0.0486,0.0486,0.0,PASS
2025_043,2025,Dutch Grand Prix,PIA,3,64,+1,0.3008,0.4435,0.4435,0.0,PASS
2025_043,2025,Dutch Grand Prix,PIA,3,64,+3,0.3008,0.7958,0.7958,0.0,PASS
2025_043,2025,Dutch Grand Prix,PIA,3,64,+5,0.3008,NaN,NaN,0.0,PASS
2025_043,2025,Dutch Grand Prix,PIA,3,64,+10,0.3008,NaN,NaN,0.0,PASS
2025_044,2025,Mexico City Grand Prix,NOR,1,13,+1,0.0,0.0,0.0,0.0,PASS
2025_044,2025,Mexico City Grand Prix,NOR,1,13,+3,0.0,0.0,0.0,0.0,PASS
2025_044,2025,Mexico City Grand Prix,NOR,1,13,+5,0.0,0.4776,0.4776,0.0,PASS
2025_044,2025,Mexico City Grand Prix,NOR,1,13,+10,0.0,0.7907,0.7907,0.0,PASS
2025_045,2025,Monaco Grand Prix,RUS,1,21,+1,0.6605,0.6605,0.6605,0.0,PASS
2025_045,2025,Monaco Grand Prix,RUS,1,21,+3,0.6605,0.6605,0.6605,0.0,PASS
2025_045,2025,Monaco Grand Prix,RUS,1,21,+5,0.6605,0.6605,0.6605,0.0,PASS
2025_045,2025,Monaco Grand Prix,RUS,1,21,+10,0.6605,0.695,0.695,0.0,PASS
2025_046,2025,Monaco Grand Prix,HAM,2,45,+1,3.0737,3.0737,3.0737,0.0,PASS
2025_046,2025,Monaco Grand Prix,HAM,2,45,+3,3.0737,3.0737,3.0737,0.0,PASS
2025_046,2025,Monaco Grand Prix,HAM,2,45,+5,3.0737,3.0737,3.0737,0.0,PASS
2025_046,2025,Monaco Grand Prix,HAM,2,45,+10,3.0737,3.0737,3.0737,0.0,PASS
2025_047,2025,São Paulo Grand Prix,HAD,3,53,+1,1.6706,1.6706,1.6706,0.0,PASS
2025_047,2025,São Paulo Grand Prix,HAD,3,53,+3,1.6706,1.6706,1.6706,0.0,PASS
2025_047,2025,São Paulo Grand Prix,HAD,3,53,+5,1.6706,1.6706,1.6706,0.0,PASS
2025_047,2025,São Paulo Grand Prix,HAD,3,53,+10,1.6706,1.6706,1.6706,0.0,PASS
2025_048,2025,Dutch Grand Prix,GAS,2,42,+1,0.4182,0.5783,0.5783,0.0,PASS
2025_048,2025,Dutch Grand Prix,GAS,2,42,+3,0.4182,0.6945,0.6945,0.0,PASS
2025_048,2025,Dutch Grand Prix,GAS,2,42,+5,0.4182,0.7888,0.7888,0.0,PASS
2025_048,2025,Dutch Grand Prix,GAS,2,42,+10,0.4182,1.4962,1.4962,0.0,PASS
2025_049,2025,Saudi Arabian Grand Prix,RUS,1,9,+1,0.0,0.1065,0.1065,0.0,PASS
2025_049,2025,Saudi Arabian Grand Prix,RUS,1,9,+3,0.0,0.3931,0.3931,0.0,PASS
2025_049,2025,Saudi Arabian Grand Prix,RUS,1,9,+5,0.0,0.6207,0.6207,0.0,PASS
2025_049,2025,Saudi Arabian Grand Prix,RUS,1,9,+10,0.0,1.4602,1.4602,0.0,PASS
2025_050,2025,Qatar Grand Prix,BOR,3,38,+1,0.4986,0.4986,0.4986,0.0,PASS
2025_050,2025,Qatar Grand Prix,BOR,3,38,+3,0.4986,0.5739,0.5739,0.0,PASS
2025_050,2025,Qatar Grand Prix,BOR,3,38,+5,0.4986,0.5739,0.5739,0.0,PASS
2025_050,2025,Qatar Grand Prix,BOR,3,38,+10,0.4986,0.7397,0.7397,0.0,PASS
2025_051,2025,Chinese Grand Prix,SAI,1,12,+1,0.979,0.979,0.979,0.0,PASS
2025_051,2025,Chinese Grand Prix,SAI,1,12,+3,0.979,0.979,0.979,0.0,PASS
2025_051,2025,Chinese Grand Prix,SAI,1,12,+5,0.979,6.7664,6.7664,0.0,PASS
2025_051,2025,Chinese Grand Prix,SAI,1,12,+10,0.979,NaN,NaN,0.0,PASS
2025_052,2025,Abu Dhabi Grand Prix,PIA,1,6,+1,0.1071,0.1071,0.1071,0.0,PASS
2025_052,2025,Abu Dhabi Grand Prix,PIA,1,6,+3,0.1071,0.1071,0.1071,0.0,PASS
2025_052,2025,Abu Dhabi Grand Prix,PIA,1,6,+5,0.1071,0.1071,0.1071,0.0,PASS
2025_052,2025,Abu Dhabi Grand Prix,PIA,1,6,+10,0.1071,0.579,0.579,0.0,PASS
2025_053,2025,Mexico City Grand Prix,VER,1,34,+1,2.1113,2.5221,2.5221,0.0,PASS
2025_053,2025,Mexico City Grand Prix,VER,1,34,+3,2.1113,5.9087,5.9087,0.0,PASS
2025_053,2025,Mexico City Grand Prix,VER,1,34,+5,2.1113,NaN,NaN,0.0,PASS
2025_053,2025,Mexico City Grand Prix,VER,1,34,+10,2.1113,NaN,NaN,0.0,PASS
2025_054,2025,Abu Dhabi Grand Prix,ALO,2,37,+1,1.0885,1.3602,1.3602,0.0,PASS
2025_054,2025,Abu Dhabi Grand Prix,ALO,2,37,+3,1.0885,1.3602,1.3602,0.0,PASS
2025_054,2025,Abu Dhabi Grand Prix,ALO,2,37,+5,1.0885,1.3602,1.3602,0.0,PASS
2025_054,2025,Abu Dhabi Grand Prix,ALO,2,37,+10,1.0885,1.3602,1.3602,0.0,PASS
2025_055,2025,United States Grand Prix,NOR,2,38,+1,0.065,0.2018,0.2018,0.0,PASS
2025_055,2025,United States Grand Prix,NOR,2,38,+3,0.065,0.6735,0.6735,0.0,PASS
2025_055,2025,United States Grand Prix,NOR,2,38,+5,0.065,1.6684,1.6684,0.0,PASS
2025_055,2025,United States Grand Prix,NOR,2,38,+10,0.065,1.6684,1.6684,0.0,PASS
2025_056,2025,Emilia Romagna Grand Prix,BOR,4,59,+1,0.537,0.537,0.537,0.0,PASS
2025_056,2025,Emilia Romagna Grand Prix,BOR,4,59,+3,0.537,0.537,0.537,0.0,PASS
2025_056,2025,Emilia Romagna Grand Prix,BOR,4,59,+5,0.537,NaN,NaN,0.0,PASS
2025_056,2025,Emilia Romagna Grand Prix,BOR,4,59,+10,0.537,NaN,NaN,0.0,PASS
2025_057,2025,Hungarian Grand Prix,HUL,3,64,+1,4.176,4.176,4.176,0.0,PASS
2025_057,2025,Hungarian Grand Prix,HUL,3,64,+3,4.176,4.176,4.176,0.0,PASS
2025_057,2025,Hungarian Grand Prix,HUL,3,64,+5,4.176,4.176,4.176,0.0,PASS
2025_057,2025,Hungarian Grand Prix,HUL,3,64,+10,4.176,NaN,NaN,0.0,PASS
2025_058,2025,Japanese Grand Prix,HUL,1,8,+1,0.0,0.0,0.0,0.0,PASS
2025_058,2025,Japanese Grand Prix,HUL,1,8,+3,0.0,0.0,0.0,0.0,PASS
2025_058,2025,Japanese Grand Prix,HUL,1,8,+5,0.0,0.0,0.0,0.0,PASS
2025_058,2025,Japanese Grand Prix,HUL,1,8,+10,0.0,0.1435,0.1435,0.0,PASS
2025_059,2025,United States Grand Prix,LAW,1,22,+1,0.3627,0.3627,0.3627,0.0,PASS
2025_059,2025,United States Grand Prix,LAW,1,22,+3,0.3627,0.5692,0.5692,0.0,PASS
2025_059,2025,United States Grand Prix,LAW,1,22,+5,0.3627,0.629,0.629,0.0,PASS
2025_059,2025,United States Grand Prix,LAW,1,22,+10,0.3627,NaN,NaN,0.0,PASS
2025_060,2025,Dutch Grand Prix,VER,2,44,+1,0.1007,0.1007,0.1007,0.0,PASS
2025_060,2025,Dutch Grand Prix,VER,2,44,+3,0.1007,0.2344,0.2344,0.0,PASS
2025_060,2025,Dutch Grand Prix,VER,2,44,+5,0.1007,0.2656,0.2656,0.0,PASS
2025_060,2025,Dutch Grand Prix,VER,2,44,+10,0.1007,NaN,NaN,0.0,PASS
2025_061,2025,Canadian Grand Prix,LEC,1,13,+1,0.0,0.0,0.0,0.0,PASS
2025_061,2025,Canadian Grand Prix,LEC,1,13,+3,0.0,0.0,0.0,0.0,PASS
2025_061,2025,Canadian Grand Prix,LEC,1,13,+5,0.0,0.0,0.0,0.0,PASS
2025_061,2025,Canadian Grand Prix,LEC,1,13,+10,0.0,0.0,0.0,0.0,PASS
2025_062,2025,Singapore Grand Prix,STR,2,54,+1,3.1772,3.1772,3.1772,0.0,PASS
2025_062,2025,Singapore Grand Prix,STR,2,54,+3,3.1772,3.1772,3.1772,0.0,PASS
2025_062,2025,Singapore Grand Prix,STR,2,54,+5,3.1772,3.1772,3.1772,0.0,PASS
2025_062,2025,Singapore Grand Prix,STR,2,54,+10,3.1772,NaN,NaN,0.0,PASS
2025_063,2025,Spanish Grand Prix,ANT,3,51,+1,0.0,0.0,0.0,0.0,PASS
2025_063,2025,Spanish Grand Prix,ANT,3,51,+3,0.0,NaN,NaN,0.0,PASS
2025_063,2025,Spanish Grand Prix,ANT,3,51,+5,0.0,NaN,NaN,0.0,PASS
2025_063,2025,Spanish Grand Prix,ANT,3,51,+10,0.0,NaN,NaN,0.0,PASS
2025_064,2025,United States Grand Prix,ALB,1,4,+1,0.0,0.0,0.0,0.0,PASS
2025_064,2025,United States Grand Prix,ALB,1,4,+3,0.0,NaN,NaN,0.0,PASS
2025_064,2025,United States Grand Prix,ALB,1,4,+5,0.0,NaN,NaN,0.0,PASS
2025_064,2025,United States Grand Prix,ALB,1,4,+10,0.0,NaN,NaN,0.0,PASS
2025_065,2025,British Grand Prix,STR,2,9,+1,1.226,1.226,1.226,0.0,PASS
2025_065,2025,British Grand Prix,STR,2,9,+3,1.226,NaN,NaN,0.0,PASS
2025_065,2025,British Grand Prix,STR,2,9,+5,1.226,NaN,NaN,0.0,PASS
2025_065,2025,British Grand Prix,STR,2,9,+10,1.226,NaN,NaN,0.0,PASS
2025_066,2025,Singapore Grand Prix,STR,1,22,+1,0.0,0.0,0.0,0.0,PASS
2025_066,2025,Singapore Grand Prix,STR,1,22,+3,0.0,0.0,0.0,0.0,PASS
2025_066,2025,Singapore Grand Prix,STR,1,22,+5,0.0,0.0868,0.0868,0.0,PASS
2025_066,2025,Singapore Grand Prix,STR,1,22,+10,0.0,0.6012,0.6012,0.0,PASS
2025_067,2025,Abu Dhabi Grand Prix,GAS,1,6,+1,0.0,0.0,0.0,0.0,PASS
2025_067,2025,Abu Dhabi Grand Prix,GAS,1,6,+3,0.0,0.0,0.0,0.0,PASS
2025_067,2025,Abu Dhabi Grand Prix,GAS,1,6,+5,0.0,0.5142,0.5142,0.0,PASS
2025_067,2025,Abu Dhabi Grand Prix,GAS,1,6,+10,0.0,NaN,NaN,0.0,PASS
2025_068,2025,Saudi Arabian Grand Prix,HUL,1,29,+1,2.175,2.175,2.175,0.0,PASS
2025_068,2025,Saudi Arabian Grand Prix,HUL,1,29,+3,2.175,2.175,2.175,0.0,PASS
2025_068,2025,Saudi Arabian Grand Prix,HUL,1,29,+5,2.175,NaN,NaN,0.0,PASS
2025_068,2025,Saudi Arabian Grand Prix,HUL,1,29,+10,2.175,NaN,NaN,0.0,PASS
2025_069,2025,Azerbaijan Grand Prix,OCO,3,28,+1,0.0,0.0,0.0,0.0,PASS
2025_069,2025,Azerbaijan Grand Prix,OCO,3,28,+3,0.0,0.0,0.0,0.0,PASS
2025_069,2025,Azerbaijan Grand Prix,OCO,3,28,+5,0.0,0.0,0.0,0.0,PASS
2025_069,2025,Azerbaijan Grand Prix,OCO,3,28,+10,0.0,1.1258,1.1258,0.0,PASS
2025_070,2025,Austrian Grand Prix,HAD,2,7,+1,0.0,0.0,0.0,0.0,PASS
2025_070,2025,Austrian Grand Prix,HAD,2,7,+3,0.0,0.0,0.0,0.0,PASS
2025_070,2025,Austrian Grand Prix,HAD,2,7,+5,0.0,0.0,0.0,0.0,PASS
2025_070,2025,Austrian Grand Prix,HAD,2,7,+10,0.0,0.7555,0.7555,0.0,PASS
2025_071,2025,Hungarian Grand Prix,HUL,2,24,+1,2.8915,2.8915,2.8915,0.0,PASS
2025_071,2025,Hungarian Grand Prix,HUL,2,24,+3,2.8915,2.8915,2.8915,0.0,PASS
2025_071,2025,Hungarian Grand Prix,HUL,2,24,+5,2.8915,3.465,3.465,0.0,PASS
2025_071,2025,Hungarian Grand Prix,HUL,2,24,+10,2.8915,3.465,3.465,0.0,PASS
2025_072,2025,Bahrain Grand Prix,SAI,1,14,+1,5.0529,NaN,NaN,0.0,PASS
2025_072,2025,Bahrain Grand Prix,SAI,1,14,+3,5.0529,NaN,NaN,0.0,PASS
2025_072,2025,Bahrain Grand Prix,SAI,1,14,+5,5.0529,NaN,NaN,0.0,PASS
2025_072,2025,Bahrain Grand Prix,SAI,1,14,+10,5.0529,NaN,NaN,0.0,PASS
2025_073,2025,Chinese Grand Prix,PIA,2,54,+1,1.1619,1.1619,1.1619,0.0,PASS
2025_073,2025,Chinese Grand Prix,PIA,2,54,+3,1.1619,NaN,NaN,0.0,PASS
2025_073,2025,Chinese Grand Prix,PIA,2,54,+5,1.1619,NaN,NaN,0.0,PASS
2025_073,2025,Chinese Grand Prix,PIA,2,54,+10,1.1619,NaN,NaN,0.0,PASS
2025_074,2025,Chinese Grand Prix,VER,2,27,+1,1.267,1.267,1.267,0.0,PASS
2025_074,2025,Chinese Grand Prix,VER,2,27,+3,1.267,1.267,1.267,0.0,PASS
2025_074,2025,Chinese Grand Prix,VER,2,27,+5,1.267,1.267,1.267,0.0,PASS
2025_074,2025,Chinese Grand Prix,VER,2,27,+10,1.267,1.267,1.267,0.0,PASS
2025_075,2025,Mexico City Grand Prix,ALO,1,14,+1,1.5026,1.5104,1.5104,0.0,PASS
2025_075,2025,Mexico City Grand Prix,ALO,1,14,+3,1.5026,1.943,1.943,0.0,PASS
2025_075,2025,Mexico City Grand Prix,ALO,1,14,+5,1.5026,1.943,1.943,0.0,PASS
2025_075,2025,Mexico City Grand Prix,ALO,1,14,+10,1.5026,NaN,NaN,0.0,PASS
2025_076,2025,Mexico City Grand Prix,HAM,1,23,+1,6.9667,NaN,NaN,0.0,PASS
2025_076,2025,Mexico City Grand Prix,HAM,1,23,+3,6.9667,NaN,NaN,0.0,PASS
2025_076,2025,Mexico City Grand Prix,HAM,1,23,+5,6.9667,NaN,NaN,0.0,PASS
2025_076,2025,Mexico City Grand Prix,HAM,1,23,+10,6.9667,NaN,NaN,0.0,PASS
2025_077,2025,Mexico City Grand Prix,GAS,2,42,+1,0.558,0.558,0.558,0.0,PASS
2025_077,2025,Mexico City Grand Prix,GAS,2,42,+3,0.558,0.558,0.558,0.0,PASS
2025_077,2025,Mexico City Grand Prix,GAS,2,42,+5,0.558,0.558,0.558,0.0,PASS
2025_077,2025,Mexico City Grand Prix,GAS,2,42,+10,0.558,0.558,0.558,0.0,PASS
2025_078,2025,Italian Grand Prix,NOR,1,13,+1,0.8404,0.8404,0.8404,0.0,PASS
2025_078,2025,Italian Grand Prix,NOR,1,13,+3,0.8404,0.8404,0.8404,0.0,PASS
2025_078,2025,Italian Grand Prix,NOR,1,13,+5,0.8404,0.8404,0.8404,0.0,PASS
2025_078,2025,Italian Grand Prix,NOR,1,13,+10,0.8404,0.8404,0.8404,0.0,PASS
2025_079,2025,São Paulo Grand Prix,OCO,3,50,+1,0.0,0.0,0.0,0.0,PASS
2025_079,2025,São Paulo Grand Prix,OCO,3,50,+3,0.0,0.0,0.0,0.0,PASS
2025_079,2025,São Paulo Grand Prix,OCO,3,50,+5,0.0,0.277,0.277,0.0,PASS
2025_079,2025,São Paulo Grand Prix,OCO,3,50,+10,0.0,0.587,0.587,0.0,PASS
2025_080,2025,Emilia Romagna Grand Prix,ALB,1,14,+1,2.006,2.006,2.006,0.0,PASS
2025_080,2025,Emilia Romagna Grand Prix,ALB,1,14,+3,2.006,2.006,2.006,0.0,PASS
2025_080,2025,Emilia Romagna Grand Prix,ALB,1,14,+5,2.006,2.006,2.006,0.0,PASS
2025_080,2025,Emilia Romagna Grand Prix,ALB,1,14,+10,2.006,2.006,2.006,0.0,PASS
2025_081,2025,Monaco Grand Prix,ALB,3,56,+1,1.5382,1.5382,1.5382,0.0,PASS
2025_081,2025,Monaco Grand Prix,ALB,3,56,+3,1.5382,1.5382,1.5382,0.0,PASS
2025_081,2025,Monaco Grand Prix,ALB,3,56,+5,1.5382,1.5382,1.5382,0.0,PASS
2025_081,2025,Monaco Grand Prix,ALB,3,56,+10,1.5382,1.5382,1.5382,0.0,PASS
2025_082,2025,Japanese Grand Prix,BOR,2,42,+1,0.4094,0.4094,0.4094,0.0,PASS
2025_082,2025,Japanese Grand Prix,BOR,2,42,+3,0.4094,0.4094,0.4094,0.0,PASS
2025_082,2025,Japanese Grand Prix,BOR,2,42,+5,0.4094,0.7049,0.7049,0.0,PASS
2025_082,2025,Japanese Grand Prix,BOR,2,42,+10,0.4094,1.3952,1.3952,0.0,PASS
2025_083,2025,Canadian Grand Prix,RUS,2,24,+1,0.1844,0.1844,0.1844,0.0,PASS
2025_083,2025,Canadian Grand Prix,RUS,2,24,+3,0.1844,0.4009,0.4009,0.0,PASS
2025_083,2025,Canadian Grand Prix,RUS,2,24,+5,0.1844,0.4489,0.4489,0.0,PASS
2025_083,2025,Canadian Grand Prix,RUS,2,24,+10,0.1844,0.4489,0.4489,0.0,PASS
2025_084,2025,Austrian Grand Prix,HUL,3,65,+1,2.023,2.023,2.023,0.0,PASS
2025_084,2025,Austrian Grand Prix,HUL,3,65,+3,2.023,2.023,2.023,0.0,PASS
2025_084,2025,Austrian Grand Prix,HUL,3,65,+5,2.023,NaN,NaN,0.0,PASS
2025_084,2025,Austrian Grand Prix,HUL,3,65,+10,2.023,NaN,NaN,0.0,PASS
2025_085,2025,Canadian Grand Prix,OCO,1,20,+1,1.3019,1.3019,1.3019,0.0,PASS
2025_085,2025,Canadian Grand Prix,OCO,1,20,+3,1.3019,1.3019,1.3019,0.0,PASS
2025_085,2025,Canadian Grand Prix,OCO,1,20,+5,1.3019,1.3019,1.3019,0.0,PASS
2025_085,2025,Canadian Grand Prix,OCO,1,20,+10,1.3019,1.3019,1.3019,0.0,PASS
2025_086,2025,São Paulo Grand Prix,LAW,2,43,+1,2.1748,2.1748,2.1748,0.0,PASS
2025_086,2025,São Paulo Grand Prix,LAW,2,43,+3,2.1748,2.1748,2.1748,0.0,PASS
2025_086,2025,São Paulo Grand Prix,LAW,2,43,+5,2.1748,2.1748,2.1748,0.0,PASS
2025_086,2025,São Paulo Grand Prix,LAW,2,43,+10,2.1748,2.6643,2.6643,0.0,PASS
2025_087,2025,Hungarian Grand Prix,VER,1,3,+1,0.0,0.0,0.0,0.0,PASS
2025_087,2025,Hungarian Grand Prix,VER,1,3,+3,0.0,0.0,0.0,0.0,PASS
2025_087,2025,Hungarian Grand Prix,VER,1,3,+5,0.0,0.0,0.0,0.0,PASS
2025_087,2025,Hungarian Grand Prix,VER,1,3,+10,0.0,0.0,0.0,0.0,PASS
2025_088,2025,United States Grand Prix,LAW,1,4,+1,0.0,0.0,0.0,0.0,PASS
2025_088,2025,United States Grand Prix,LAW,1,4,+3,0.0,0.0,0.0,0.0,PASS
2025_088,2025,United States Grand Prix,LAW,1,4,+5,0.0,0.1119,0.1119,0.0,PASS
2025_088,2025,United States Grand Prix,LAW,1,4,+10,0.0,0.3384,0.3384,0.0,PASS
2025_089,2025,Canadian Grand Prix,ANT,1,5,+1,0.0,0.0,0.0,0.0,PASS
2025_089,2025,Canadian Grand Prix,ANT,1,5,+3,0.0,0.0,0.0,0.0,PASS
2025_089,2025,Canadian Grand Prix,ANT,1,5,+5,0.0,0.15,0.15,0.0,PASS
2025_089,2025,Canadian Grand Prix,ANT,1,5,+10,0.0,NaN,NaN,0.0,PASS
2025_090,2025,Monaco Grand Prix,BEA,3,55,+1,6.9715,6.9715,6.9715,0.0,PASS
2025_090,2025,Monaco Grand Prix,BEA,3,55,+3,6.9715,6.9715,6.9715,0.0,PASS
2025_090,2025,Monaco Grand Prix,BEA,3,55,+5,6.9715,6.9715,6.9715,0.0,PASS
2025_090,2025,Monaco Grand Prix,BEA,3,55,+10,6.9715,6.9715,6.9715,0.0,PASS
2025_091,2025,United States Grand Prix,BOR,2,28,+1,1.2399,1.2399,1.2399,0.0,PASS
2025_091,2025,United States Grand Prix,BOR,2,28,+3,1.2399,1.2399,1.2399,0.0,PASS
2025_091,2025,United States Grand Prix,BOR,2,28,+5,1.2399,3.312,3.312,0.0,PASS
2025_091,2025,United States Grand Prix,BOR,2,28,+10,1.2399,NaN,NaN,0.0,PASS
2025_092,2025,Emilia Romagna Grand Prix,HAD,1,27,+1,1.963,3.165,3.165,0.0,PASS
2025_092,2025,Emilia Romagna Grand Prix,HAD,1,27,+3,1.963,NaN,NaN,0.0,PASS
2025_092,2025,Emilia Romagna Grand Prix,HAD,1,27,+5,1.963,NaN,NaN,0.0,PASS
2025_092,2025,Emilia Romagna Grand Prix,HAD,1,27,+10,1.963,NaN,NaN,0.0,PASS
2025_093,2025,Singapore Grand Prix,TSU,1,10,+1,0.0,0.0,0.0,0.0,PASS
2025_093,2025,Singapore Grand Prix,TSU,1,10,+3,0.0,5.6504,5.6504,0.0,PASS
2025_093,2025,Singapore Grand Prix,TSU,1,10,+5,0.0,NaN,NaN,0.0,PASS
2025_093,2025,Singapore Grand Prix,TSU,1,10,+10,0.0,NaN,NaN,0.0,PASS
2025_094,2025,Saudi Arabian Grand Prix,VER,2,44,+1,0.7261,0.7261,0.7261,0.0,PASS
2025_094,2025,Saudi Arabian Grand Prix,VER,2,44,+3,0.7261,0.7261,0.7261,0.0,PASS
2025_094,2025,Saudi Arabian Grand Prix,VER,2,44,+5,0.7261,0.7261,0.7261,0.0,PASS
2025_094,2025,Saudi Arabian Grand Prix,VER,2,44,+10,0.7261,NaN,NaN,0.0,PASS
2025_095,2025,Chinese Grand Prix,OCO,2,36,+1,1.5709,1.5709,1.5709,0.0,PASS
2025_095,2025,Chinese Grand Prix,OCO,2,36,+3,1.5709,1.5709,1.5709,0.0,PASS
2025_095,2025,Chinese Grand Prix,OCO,2,36,+5,1.5709,1.5709,1.5709,0.0,PASS
2025_095,2025,Chinese Grand Prix,OCO,2,36,+10,1.5709,1.5709,1.5709,0.0,PASS
2025_096,2025,Monaco Grand Prix,RUS,3,70,+1,0.0,0.0,0.0,0.0,PASS
2025_096,2025,Monaco Grand Prix,RUS,3,70,+3,0.0,0.0,0.0,0.0,PASS
2025_096,2025,Monaco Grand Prix,RUS,3,70,+5,0.0,0.0,0.0,0.0,PASS
2025_096,2025,Monaco Grand Prix,RUS,3,70,+10,0.0,NaN,NaN,0.0,PASS
2025_097,2025,Belgian Grand Prix,ANT,2,13,+1,0.0,0.0,0.0,0.0,PASS
2025_097,2025,Belgian Grand Prix,ANT,2,13,+3,0.0,0.8083,0.8083,0.0,PASS
2025_097,2025,Belgian Grand Prix,ANT,2,13,+5,0.0,0.8083,0.8083,0.0,PASS
2025_097,2025,Belgian Grand Prix,ANT,2,13,+10,0.0,0.8083,0.8083,0.0,PASS
2025_098,2025,United States Grand Prix,BOR,3,42,+1,1.0391,1.2449,1.2449,0.0,PASS
2025_098,2025,United States Grand Prix,BOR,3,42,+3,1.0391,1.5517,1.5517,0.0,PASS
2025_098,2025,United States Grand Prix,BOR,3,42,+5,1.0391,1.5517,1.5517,0.0,PASS
2025_098,2025,United States Grand Prix,BOR,3,42,+10,1.0391,2.6558,2.6558,0.0,PASS
2025_099,2025,Bahrain Grand Prix,RUS,2,21,+1,0.3674,0.3674,0.3674,0.0,PASS
2025_099,2025,Bahrain Grand Prix,RUS,2,21,+3,0.3674,0.3674,0.3674,0.0,PASS
2025_099,2025,Bahrain Grand Prix,RUS,2,21,+5,0.3674,0.5157,0.5157,0.0,PASS
2025_099,2025,Bahrain Grand Prix,RUS,2,21,+10,0.3674,0.8586,0.8586,0.0,PASS
2025_100,2025,Las Vegas Grand Prix,RUS,1,17,+1,3.9603,NaN,NaN,0.0,PASS
2025_100,2025,Las Vegas Grand Prix,RUS,1,17,+3,3.9603,NaN,NaN,0.0,PASS
2025_100,2025,Las Vegas Grand Prix,RUS,1,17,+5,3.9603,NaN,NaN,0.0,PASS
2025_100,2025,Las Vegas Grand Prix,RUS,1,17,+10,3.9603,NaN,NaN,0.0,PASS
