sample_id,season,event,driver,stint,lap,horizon,current_D,generated_target,raw_dataset_target,difference,status
2024_067,2024,Miami Grand Prix,RUS,1,12,+10,0.8263,4.8816,4.8816,0.0,PASS
2024_068,2024,Dutch Grand Prix,ZHO,1,7,+1,0.0,0.2785,0.2785,0.0,PASS
2024_068,2024,Dutch Grand Prix,ZHO,1,7,+3,0.0,0.2785,0.2785,0.0,PASS
2024_068,2024,Dutch Grand Prix,ZHO,1,7,+5,0.0,0.2785,0.2785,0.0,PASS
2024_068,2024,Dutch Grand Prix,ZHO,1,7,+10,0.0,0.4593,0.4593,0.0,PASS
2024_069,2024,Monaco Grand Prix,STR,2,11,+1,0.0514,0.0514,0.0514,0.0,PASS
2024_069,2024,Monaco Grand Prix,STR,2,11,+3,0.0514,0.0514,0.0514,0.0,PASS
2024_069,2024,Monaco Grand Prix,STR,2,11,+5,0.0514,0.0514,0.0514,0.0,PASS
2024_069,2024,Monaco Grand Prix,STR,2,11,+10,0.0514,0.0514,0.0514,0.0,PASS
2024_070,2024,Monaco Grand Prix,SAR,2,10,+1,0.0,0.0,0.0,0.0,PASS
2024_070,2024,Monaco Grand Prix,SAR,2,10,+3,0.0,0.0,0.0,0.0,PASS
2024_070,2024,Monaco Grand Prix,SAR,2,10,+5,0.0,0.0,0.0,0.0,PASS
2024_070,2024,Monaco Grand Prix,SAR,2,10,+10,0.0,0.0,0.0,0.0,PASS
2024_071,2024,Canadian Grand Prix,VER,3,47,+1,0.0,0.0,0.0,0.0,PASS
2024_071,2024,Canadian Grand Prix,VER,3,47,+3,0.0,0.0,0.0,0.0,PASS
2024_071,2024,Canadian Grand Prix,VER,3,47,+5,0.0,0.0,0.0,0.0,PASS
2024_071,2024,Canadian Grand Prix,VER,3,47,+10,0.0,0.0,0.0,0.0,PASS
2024_072,2024,Spanish Grand Prix,PIA,3,59,+1,0.3969,0.3969,0.3969,0.0,PASS
2024_072,2024,Spanish Grand Prix,PIA,3,59,+3,0.3969,0.3969,0.3969,0.0,PASS
2024_072,2024,Spanish Grand Prix,PIA,3,59,+5,0.3969,1.0689,1.0689,0.0,PASS
2024_072,2024,Spanish Grand Prix,PIA,3,59,+10,0.3969,NaN,NaN,0.0,PASS
2024_073,2024,Azerbaijan Grand Prix,OCO,1,37,+1,1.5197,1.5197,1.5197,0.0,PASS
2024_073,2024,Azerbaijan Grand Prix,OCO,1,37,+3,1.5197,1.5197,1.5197,0.0,PASS
2024_073,2024,Azerbaijan Grand Prix,OCO,1,37,+5,1.5197,1.5197,1.5197,0.0,PASS
2024_073,2024,Azerbaijan Grand Prix,OCO,1,37,+10,1.5197,1.5197,1.5197,0.0,PASS
2024_074,2024,Mexico City Grand Prix,STR,1,10,+1,0.0756,0.0756,0.0756,0.0,PASS
2024_074,2024,Mexico City Grand Prix,STR,1,10,+3,0.0756,1.0922,1.0922,0.0,PASS
2024_074,2024,Mexico City Grand Prix,STR,1,10,+5,0.0756,1.0922,1.0922,0.0,PASS
2024_074,2024,Mexico City Grand Prix,STR,1,10,+10,0.0756,2.6598,2.6598,0.0,PASS
2024_075,2024,Spanish Grand Prix,PIA,2,23,+1,0.0,0.0,0.0,0.0,PASS
2024_075,2024,Spanish Grand Prix,PIA,2,23,+3,0.0,0.0,0.0,0.0,PASS
2024_075,2024,Spanish Grand Prix,PIA,2,23,+5,0.0,0.6855,0.6855,0.0,PASS
2024_075,2024,Spanish Grand Prix,PIA,2,23,+10,0.0,0.865,0.865,0.0,PASS
2024_076,2024,Singapore Grand Prix,PER,2,57,+1,1.7666,1.7666,1.7666,0.0,PASS
2024_076,2024,Singapore Grand Prix,PER,2,57,+3,1.7666,3.4592,3.4592,0.0,PASS
2024_076,2024,Singapore Grand Prix,PER,2,57,+5,1.7666,NaN,NaN,0.0,PASS
2024_076,2024,Singapore Grand Prix,PER,2,57,+10,1.7666,NaN,NaN,0.0,PASS
2024_077,2024,Dutch Grand Prix,TSU,3,56,+1,3.0993,3.0993,3.0993,0.0,PASS
2024_077,2024,Dutch Grand Prix,TSU,3,56,+3,3.0993,3.0993,3.0993,0.0,PASS
2024_077,2024,Dutch Grand Prix,TSU,3,56,+5,3.0993,3.0993,3.0993,0.0,PASS
2024_077,2024,Dutch Grand Prix,TSU,3,56,+10,3.0993,3.1578,3.1578,0.0,PASS
2024_078,2024,Hungarian Grand Prix,ALO,2,36,+1,1.8445,3.372,3.372,0.0,PASS
2024_078,2024,Hungarian Grand Prix,ALO,2,36,+3,1.8445,NaN,NaN,0.0,PASS
2024_078,2024,Hungarian Grand Prix,ALO,2,36,+5,1.8445,NaN,NaN,0.0,PASS
2024_078,2024,Hungarian Grand Prix,ALO,2,36,+10,1.8445,NaN,NaN,0.0,PASS
2024_079,2024,Emilia Romagna Grand Prix,TSU,2,32,+1,3.2374,3.2374,3.2374,0.0,PASS
2024_079,2024,Emilia Romagna Grand Prix,TSU,2,32,+3,3.2374,3.2374,3.2374,0.0,PASS
2024_079,2024,Emilia Romagna Grand Prix,TSU,2,32,+5,3.2374,3.2374,3.2374,0.0,PASS
2024_079,2024,Emilia Romagna Grand Prix,TSU,2,32,+10,3.2374,3.2374,3.2374,0.0,PASS
2024_080,2024,Austrian Grand Prix,OCO,3,62,+1,3.6788,3.6788,3.6788,0.0,PASS
2024_080,2024,Austrian Grand Prix,OCO,3,62,+3,3.6788,3.6788,3.6788,0.0,PASS
2024_080,2024,Austrian Grand Prix,OCO,3,62,+5,3.6788,3.6788,3.6788,0.0,PASS
2024_080,2024,Austrian Grand Prix,OCO,3,62,+10,3.6788,NaN,NaN,0.0,PASS
2024_081,2024,Las Vegas Grand Prix,RUS,2,32,+1,4.8268,NaN,NaN,0.0,PASS
2024_081,2024,Las Vegas Grand Prix,RUS,2,32,+3,4.8268,NaN,NaN,0.0,PASS
2024_081,2024,Las Vegas Grand Prix,RUS,2,32,+5,4.8268,NaN,NaN,0.0,PASS
2024_081,2024,Las Vegas Grand Prix,RUS,2,32,+10,4.8268,NaN,NaN,0.0,PASS
2024_082,2024,Dutch Grand Prix,BOT,2,33,+1,2.7334,2.7334,2.7334,0.0,PASS
2024_082,2024,Dutch Grand Prix,BOT,2,33,+3,2.7334,2.7334,2.7334,0.0,PASS
2024_082,2024,Dutch Grand Prix,BOT,2,33,+5,2.7334,2.7334,2.7334,0.0,PASS
2024_082,2024,Dutch Grand Prix,BOT,2,33,+10,2.7334,5.7937,5.7937,0.0,PASS
2024_083,2024,Singapore Grand Prix,RUS,2,34,+1,1.1848,2.0527,2.0527,0.0,PASS
2024_083,2024,Singapore Grand Prix,RUS,2,34,+3,1.1848,2.1046,2.1046,0.0,PASS
2024_083,2024,Singapore Grand Prix,RUS,2,34,+5,1.1848,2.1046,2.1046,0.0,PASS
2024_083,2024,Singapore Grand Prix,RUS,2,34,+10,1.1848,2.1046,2.1046,0.0,PASS
2024_084,2024,United States Grand Prix,LEC,2,45,+1,0.6714,1.2751,1.2751,0.0,PASS
2024_084,2024,United States Grand Prix,LEC,2,45,+3,0.6714,1.2751,1.2751,0.0,PASS
2024_084,2024,United States Grand Prix,LEC,2,45,+5,0.6714,1.2751,1.2751,0.0,PASS
2024_084,2024,United States Grand Prix,LEC,2,45,+10,0.6714,1.2751,1.2751,0.0,PASS
2024_085,2024,Dutch Grand Prix,LEC,2,43,+1,1.1637,1.1637,1.1637,0.0,PASS
2024_085,2024,Dutch Grand Prix,LEC,2,43,+3,1.1637,1.1637,1.1637,0.0,PASS
2024_085,2024,Dutch Grand Prix,LEC,2,43,+5,1.1637,1.1637,1.1637,0.0,PASS
2024_085,2024,Dutch Grand Prix,LEC,2,43,+10,1.1637,1.1637,1.1637,0.0,PASS
2024_086,2024,Spanish Grand Prix,HAM,3,65,+1,1.9684,2.8824,2.8824,0.0,PASS
2024_086,2024,Spanish Grand Prix,HAM,3,65,+3,1.9684,NaN,NaN,0.0,PASS
2024_086,2024,Spanish Grand Prix,HAM,3,65,+5,1.9684,NaN,NaN,0.0,PASS
2024_086,2024,Spanish Grand Prix,HAM,3,65,+10,1.9684,NaN,NaN,0.0,PASS
2024_087,2024,Chinese Grand Prix,MAG,3,46,+1,1.5317,1.5317,1.5317,0.0,PASS
2024_087,2024,Chinese Grand Prix,MAG,3,46,+3,1.5317,1.5317,1.5317,0.0,PASS
2024_087,2024,Chinese Grand Prix,MAG,3,46,+5,1.5317,1.5317,1.5317,0.0,PASS
2024_087,2024,Chinese Grand Prix,MAG,3,46,+10,1.5317,3.2024,3.2024,0.0,PASS
2024_088,2024,Mexico City Grand Prix,OCO,1,35,+1,3.9332,3.9332,3.9332,0.0,PASS
2024_088,2024,Mexico City Grand Prix,OCO,1,35,+3,3.9332,3.9332,3.9332,0.0,PASS
2024_088,2024,Mexico City Grand Prix,OCO,1,35,+5,3.9332,3.9332,3.9332,0.0,PASS
2024_088,2024,Mexico City Grand Prix,OCO,1,35,+10,3.9332,3.9332,3.9332,0.0,PASS
2024_089,2024,Italian Grand Prix,PIA,2,32,+1,0.2858,0.2858,0.2858,0.0,PASS
2024_089,2024,Italian Grand Prix,PIA,2,32,+3,0.2858,0.2858,0.2858,0.0,PASS
2024_089,2024,Italian Grand Prix,PIA,2,32,+5,0.2858,0.5516,0.5516,0.0,PASS
2024_089,2024,Italian Grand Prix,PIA,2,32,+10,0.2858,NaN,NaN,0.0,PASS
2024_090,2024,Azerbaijan Grand Prix,ALO,2,17,+1,0.483,0.483,0.483,0.0,PASS
2024_090,2024,Azerbaijan Grand Prix,ALO,2,17,+3,0.483,0.483,0.483,0.0,PASS
2024_090,2024,Azerbaijan Grand Prix,ALO,2,17,+5,0.483,0.483,0.483,0.0,PASS
2024_090,2024,Azerbaijan Grand Prix,ALO,2,17,+10,0.483,0.483,0.483,0.0,PASS
2024_091,2024,Las Vegas Grand Prix,BOT,2,19,+1,0.0,0.0,0.0,0.0,PASS
2024_091,2024,Las Vegas Grand Prix,BOT,2,19,+3,0.0,0.0,0.0,0.0,PASS
2024_091,2024,Las Vegas Grand Prix,BOT,2,19,+5,0.0,0.0,0.0,0.0,PASS
2024_091,2024,Las Vegas Grand Prix,BOT,2,19,+10,0.0,0.3245,0.3245,0.0,PASS
2024_092,2024,British Grand Prix,ZHO,1,4,+1,0.0,0.0,0.0,0.0,PASS
2024_092,2024,British Grand Prix,ZHO,1,4,+3,0.0,1.0893,1.0893,0.0,PASS
2024_092,2024,British Grand Prix,ZHO,1,4,+5,0.0,2.9689,2.9689,0.0,PASS
2024_092,2024,British Grand Prix,ZHO,1,4,+10,0.0,NaN,NaN,0.0,PASS
2024_093,2024,Singapore Grand Prix,HAM,2,25,+1,1.9377,2.0066,2.0066,0.0,PASS
2024_093,2024,Singapore Grand Prix,HAM,2,25,+3,1.9377,2.0066,2.0066,0.0,PASS
2024_093,2024,Singapore Grand Prix,HAM,2,25,+5,1.9377,2.0066,2.0066,0.0,PASS
2024_093,2024,Singapore Grand Prix,HAM,2,25,+10,1.9377,2.0066,2.0066,0.0,PASS
2024_094,2024,Abu Dhabi Grand Prix,STR,2,19,+1,0.3701,0.5596,0.5596,0.0,PASS
2024_094,2024,Abu Dhabi Grand Prix,STR,2,19,+3,0.3701,0.6801,0.6801,0.0,PASS
2024_094,2024,Abu Dhabi Grand Prix,STR,2,19,+5,0.3701,0.8486,0.8486,0.0,PASS
2024_094,2024,Abu Dhabi Grand Prix,STR,2,19,+10,0.3701,0.9825,0.9825,0.0,PASS
2024_095,2024,Italian Grand Prix,PER,3,51,+1,2.6474,2.6474,2.6474,0.0,PASS
2024_095,2024,Italian Grand Prix,PER,3,51,+3,2.6474,NaN,NaN,0.0,PASS
2024_095,2024,Italian Grand Prix,PER,3,51,+5,2.6474,NaN,NaN,0.0,PASS
2024_095,2024,Italian Grand Prix,PER,3,51,+10,2.6474,NaN,NaN,0.0,PASS
2024_096,2024,Abu Dhabi Grand Prix,MAG,4,35,+1,1.9419,1.9419,1.9419,0.0,PASS
2024_096,2024,Abu Dhabi Grand Prix,MAG,4,35,+3,1.9419,1.9419,1.9419,0.0,PASS
2024_096,2024,Abu Dhabi Grand Prix,MAG,4,35,+5,1.9419,1.9419,1.9419,0.0,PASS
2024_096,2024,Abu Dhabi Grand Prix,MAG,4,35,+10,1.9419,4.2133,4.2133,0.0,PASS
2024_097,2024,Hungarian Grand Prix,LEC,1,19,+1,0.5805,0.5805,0.5805,0.0,PASS
2024_097,2024,Hungarian Grand Prix,LEC,1,19,+3,0.5805,0.5805,0.5805,0.0,PASS
2024_097,2024,Hungarian Grand Prix,LEC,1,19,+5,0.5805,NaN,NaN,0.0,PASS
2024_097,2024,Hungarian Grand Prix,LEC,1,19,+10,0.5805,NaN,NaN,0.0,PASS
2024_098,2024,Spanish Grand Prix,TSU,4,54,+1,1.8949,1.8949,1.8949,0.0,PASS
2024_098,2024,Spanish Grand Prix,TSU,4,54,+3,1.8949,1.8949,1.8949,0.0,PASS
2024_098,2024,Spanish Grand Prix,TSU,4,54,+5,1.8949,1.8949,1.8949,0.0,PASS
2024_098,2024,Spanish Grand Prix,TSU,4,54,+10,1.8949,3.9789,3.9789,0.0,PASS
2024_099,2024,Monaco Grand Prix,ZHO,2,5,+1,0.0,0.0,0.0,0.0,PASS
2024_099,2024,Monaco Grand Prix,ZHO,2,5,+3,0.0,0.0,0.0,0.0,PASS
2024_099,2024,Monaco Grand Prix,ZHO,2,5,+5,0.0,0.0,0.0,0.0,PASS
2024_099,2024,Monaco Grand Prix,ZHO,2,5,+10,0.0,0.0,0.0,0.0,PASS
2024_100,2024,United States Grand Prix,PIA,1,6,+1,0.0,0.0,0.0,0.0,PASS
2024_100,2024,United States Grand Prix,PIA,1,6,+3,0.0,0.0,0.0,0.0,PASS
2024_100,2024,United States Grand Prix,PIA,1,6,+5,0.0,0.0,0.0,0.0,PASS
2024_100,2024,United States Grand Prix,PIA,1,6,+10,0.0,0.3981,0.3981,0.0,PASS
2025_001,2025,Singapore Grand Prix,GAS,3,52,+1,0.0,0.0,0.0,0.0,PASS
2025_001,2025,Singapore Grand Prix,GAS,3,52,+3,0.0,0.4522,0.4522,0.0,PASS
2025_001,2025,Singapore Grand Prix,GAS,3,52,+5,0.0,1.1559,1.1559,0.0,PASS
2025_001,2025,Singapore Grand Prix,GAS,3,52,+10,0.0,NaN,NaN,0.0,PASS
2025_002,2025,Las Vegas Grand Prix,LAW,3,32,+1,0.0,0.0,0.0,0.0,PASS
2025_002,2025,Las Vegas Grand Prix,LAW,3,32,+3,0.0,0.0,0.0,0.0,PASS
2025_002,2025,Las Vegas Grand Prix,LAW,3,32,+5,0.0,0.0922,0.0922,0.0,PASS
2025_002,2025,Las Vegas Grand Prix,LAW,3,32,+10,0.0,0.8521,0.8521,0.0,PASS
2025_003,2025,United States Grand Prix,STR,1,22,+1,0.5655,0.5655,0.5655,0.0,PASS
2025_003,2025,United States Grand Prix,STR,1,22,+3,0.5655,0.5655,0.5655,0.0,PASS
2025_003,2025,United States Grand Prix,STR,1,22,+5,0.5655,0.9305,0.9305,0.0,PASS
2025_003,2025,United States Grand Prix,STR,1,22,+10,0.5655,NaN,NaN,0.0,PASS
2025_004,2025,Chinese Grand Prix,OCO,1,10,+1,0.3544,5.2651,5.2651,0.0,PASS
2025_004,2025,Chinese Grand Prix,OCO,1,10,+3,0.3544,NaN,NaN,0.0,PASS
2025_004,2025,Chinese Grand Prix,OCO,1,10,+5,0.3544,NaN,NaN,0.0,PASS
2025_004,2025,Chinese Grand Prix,OCO,1,10,+10,0.3544,NaN,NaN,0.0,PASS
2025_005,2025,Dutch Grand Prix,NOR,1,17,+1,0.0,0.0,0.0,0.0,PASS
2025_005,2025,Dutch Grand Prix,NOR,1,17,+3,0.0,0.0981,0.0981,0.0,PASS
2025_005,2025,Dutch Grand Prix,NOR,1,17,+5,0.0,0.3063,0.3063,0.0,PASS
2025_005,2025,Dutch Grand Prix,NOR,1,17,+10,0.0,NaN,NaN,0.0,PASS
2025_006,2025,São Paulo Grand Prix,COL,1,15,+1,1.236,1.236,1.236,0.0,PASS
2025_006,2025,São Paulo Grand Prix,COL,1,15,+3,1.236,1.236,1.236,0.0,PASS
2025_006,2025,São Paulo Grand Prix,COL,1,15,+5,1.236,1.236,1.236,0.0,PASS
2025_006,2025,São Paulo Grand Prix,COL,1,15,+10,1.236,1.4142,1.4142,0.0,PASS
2025_007,2025,Monaco Grand Prix,COL,3,27,+1,0.0,0.0,0.0,0.0,PASS
2025_007,2025,Monaco Grand Prix,COL,3,27,+3,0.0,0.0,0.0,0.0,PASS
2025_007,2025,Monaco Grand Prix,COL,3,27,+5,0.0,3.6943,3.6943,0.0,PASS
2025_007,2025,Monaco Grand Prix,COL,3,27,+10,0.0,3.6943,3.6943,0.0,PASS
2025_008,2025,United States Grand Prix,BOR,2,23,+1,0.7244,0.8361,0.8361,0.0,PASS
2025_008,2025,United States Grand Prix,BOR,2,23,+3,0.7244,1.2399,1.2399,0.0,PASS
2025_008,2025,United States Grand Prix,BOR,2,23,+5,0.7244,1.2399,1.2399,0.0,PASS
2025_008,2025,United States Grand Prix,BOR,2,23,+10,0.7244,3.312,3.312,0.0,PASS
2025_009,2025,Canadian Grand Prix,TSU,2,57,+1,0.0,0.0,0.0,0.0,PASS
2025_009,2025,Canadian Grand Prix,TSU,2,57,+3,0.0,0.0,0.0,0.0,PASS
2025_009,2025,Canadian Grand Prix,TSU,2,57,+5,0.0,2.536,2.536,0.0,PASS
2025_009,2025,Canadian Grand Prix,TSU,2,57,+10,0.0,NaN,NaN,0.0,PASS
2025_010,2025,Spanish Grand Prix,TSU,4,51,+1,1.8639,2.0154,2.0154,0.0,PASS
2025_010,2025,Spanish Grand Prix,TSU,4,51,+3,1.8639,NaN,NaN,0.0,PASS
2025_010,2025,Spanish Grand Prix,TSU,4,51,+5,1.8639,NaN,NaN,0.0,PASS
2025_010,2025,Spanish Grand Prix,TSU,4,51,+10,1.8639,NaN,NaN,0.0,PASS
2025_011,2025,São Paulo Grand Prix,BEA,2,36,+1,2.582,2.582,2.582,0.0,PASS
2025_011,2025,São Paulo Grand Prix,BEA,2,36,+3,2.582,2.582,2.582,0.0,PASS
2025_011,2025,São Paulo Grand Prix,BEA,2,36,+5,2.582,2.582,2.582,0.0,PASS
2025_011,2025,São Paulo Grand Prix,BEA,2,36,+10,2.582,NaN,NaN,0.0,PASS
2025_012,2025,Belgian Grand Prix,HAM,2,42,+1,0.0,0.0,0.0,0.0,PASS
2025_012,2025,Belgian Grand Prix,HAM,2,42,+3,0.0,NaN,NaN,0.0,PASS
2025_012,2025,Belgian Grand Prix,HAM,2,42,+5,0.0,NaN,NaN,0.0,PASS
2025_012,2025,Belgian Grand Prix,HAM,2,42,+10,0.0,NaN,NaN,0.0,PASS
2025_013,2025,Canadian Grand Prix,BEA,2,61,+1,4.1384,4.1384,4.1384,0.0,PASS
2025_013,2025,Canadian Grand Prix,BEA,2,61,+3,4.1384,4.1384,4.1384,0.0,PASS
2025_013,2025,Canadian Grand Prix,BEA,2,61,+5,4.1384,NaN,NaN,0.0,PASS
2025_013,2025,Canadian Grand Prix,BEA,2,61,+10,4.1384,NaN,NaN,0.0,PASS
2025_014,2025,Austrian Grand Prix,RUS,1,8,+1,0.0,0.1155,0.1155,0.0,PASS
2025_014,2025,Austrian Grand Prix,RUS,1,8,+3,0.0,0.7485,0.7485,0.0,PASS
2025_014,2025,Austrian Grand Prix,RUS,1,8,+5,0.0,0.8115,0.8115,0.0,PASS
2025_014,2025,Austrian Grand Prix,RUS,1,8,+10,0.0,4.879,4.879,0.0,PASS
2025_015,2025,Qatar Grand Prix,RUS,3,54,+1,1.0887,1.535,1.535,0.0,PASS
2025_015,2025,Qatar Grand Prix,RUS,3,54,+3,1.0887,1.535,1.535,0.0,PASS
2025_015,2025,Qatar Grand Prix,RUS,3,54,+5,1.0887,NaN,NaN,0.0,PASS
2025_015,2025,Qatar Grand Prix,RUS,3,54,+10,1.0887,NaN,NaN,0.0,PASS
2025_016,2025,Azerbaijan Grand Prix,ALB,3,33,+1,2.1439,2.1439,2.1439,0.0,PASS
2025_016,2025,Azerbaijan Grand Prix,ALB,3,33,+3,2.1439,2.1439,2.1439,0.0,PASS
2025_016,2025,Azerbaijan Grand Prix,ALB,3,33,+5,2.1439,2.1439,2.1439,0.0,PASS
2025_016,2025,Azerbaijan Grand Prix,ALB,3,33,+10,2.1439,2.1439,2.1439,0.0,PASS
2025_017,2025,Saudi Arabian Grand Prix,DOO,3,49,+1,3.6507,NaN,NaN,0.0,PASS
2025_017,2025,Saudi Arabian Grand Prix,DOO,3,49,+3,3.6507,NaN,NaN,0.0,PASS
2025_017,2025,Saudi Arabian Grand Prix,DOO,3,49,+5,3.6507,NaN,NaN,0.0,PASS
2025_017,2025,Saudi Arabian Grand Prix,DOO,3,49,+10,3.6507,NaN,NaN,0.0,PASS
2025_018,2025,Miami Grand Prix,OCO,2,24,+1,0.0,0.0,0.0,0.0,PASS
2025_018,2025,Miami Grand Prix,OCO,2,24,+3,0.0,0.37,0.37,0.0,PASS
2025_018,2025,Miami Grand Prix,OCO,2,24,+5,0.0,0.5301,0.5301,0.0,PASS
2025_018,2025,Miami Grand Prix,OCO,2,24,+10,0.0,0.7649,0.7649,0.0,PASS
2025_019,2025,Azerbaijan Grand Prix,RUS,1,36,+1,0.2783,0.2783,0.2783,0.0,PASS
2025_019,2025,Azerbaijan Grand Prix,RUS,1,36,+3,0.2783,3.2096,3.2096,0.0,PASS
2025_019,2025,Azerbaijan Grand Prix,RUS,1,36,+5,0.2783,NaN,NaN,0.0,PASS
2025_019,2025,Azerbaijan Grand Prix,RUS,1,36,+10,0.2783,NaN,NaN,0.0,PASS
2025_020,2025,Abu Dhabi Grand Prix,VER,2,50,+1,0.7542,0.8109,0.8109,0.0,PASS
2025_020,2025,Abu Dhabi Grand Prix,VER,2,50,+3,0.7542,1.3427,1.3427,0.0,PASS
2025_020,2025,Abu Dhabi Grand Prix,VER,2,50,+5,0.7542,1.8839,1.8839,0.0,PASS
2025_020,2025,Abu Dhabi Grand Prix,VER,2,50,+10,0.7542,NaN,NaN,0.0,PASS
2025_021,2025,Saudi Arabian Grand Prix,SAI,2,23,+1,0.0,0.0,0.0,0.0,PASS
2025_021,2025,Saudi Arabian Grand Prix,SAI,2,23,+3,0.0,0.0313,0.0313,0.0,PASS
2025_021,2025,Saudi Arabian Grand Prix,SAI,2,23,+5,0.0,0.4216,0.4216,0.0,PASS
2025_021,2025,Saudi Arabian Grand Prix,SAI,2,23,+10,0.0,0.4216,0.4216,0.0,PASS
2025_022,2025,Las Vegas Grand Prix,HUL,1,6,+1,0.1657,0.1657,0.1657,0.0,PASS
2025_022,2025,Las Vegas Grand Prix,HUL,1,6,+3,0.1657,0.1657,0.1657,0.0,PASS
2025_022,2025,Las Vegas Grand Prix,HUL,1,6,+5,0.1657,0.1657,0.1657,0.0,PASS
2025_022,2025,Las Vegas Grand Prix,HUL,1,6,+10,0.1657,0.1657,0.1657,0.0,PASS
2025_023,2025,Las Vegas Grand Prix,LEC,1,24,+1,4.6951,NaN,NaN,0.0,PASS
2025_023,2025,Las Vegas Grand Prix,LEC,1,24,+3,4.6951,NaN,NaN,0.0,PASS
2025_023,2025,Las Vegas Grand Prix,LEC,1,24,+5,4.6951,NaN,NaN,0.0,PASS
2025_023,2025,Las Vegas Grand Prix,LEC,1,24,+10,4.6951,NaN,NaN,0.0,PASS
2025_024,2025,United States Grand Prix,NOR,1,19,+1,1.1276,1.1276,1.1276,0.0,PASS
2025_024,2025,United States Grand Prix,NOR,1,19,+3,1.1276,1.1276,1.1276,0.0,PASS
2025_024,2025,United States Grand Prix,NOR,1,19,+5,1.1276,1.1276,1.1276,0.0,PASS
2025_024,2025,United States Grand Prix,NOR,1,19,+10,1.1276,1.1276,1.1276,0.0,PASS
2025_025,2025,Italian Grand Prix,BEA,1,8,+1,0.0,0.0,0.0,0.0,PASS
2025_025,2025,Italian Grand Prix,BEA,1,8,+3,0.0,0.0,0.0,0.0,PASS
2025_025,2025,Italian Grand Prix,BEA,1,8,+5,0.0,0.0,0.0,0.0,PASS
2025_025,2025,Italian Grand Prix,BEA,1,8,+10,0.0,5.0933,5.0933,0.0,PASS
2025_026,2025,Austrian Grand Prix,TSU,4,68,+1,3.2109,NaN,NaN,0.0,PASS
2025_026,2025,Austrian Grand Prix,TSU,4,68,+3,3.2109,NaN,NaN,0.0,PASS
2025_026,2025,Austrian Grand Prix,TSU,4,68,+5,3.2109,NaN,NaN,0.0,PASS
2025_026,2025,Austrian Grand Prix,TSU,4,68,+10,3.2109,NaN,NaN,0.0,PASS
2025_027,2025,Japanese Grand Prix,GAS,2,48,+1,0.2259,0.2277,0.2277,0.0,PASS
2025_027,2025,Japanese Grand Prix,GAS,2,48,+3,0.2259,0.3161,0.3161,0.0,PASS
2025_027,2025,Japanese Grand Prix,GAS,2,48,+5,0.2259,1.5712,1.5712,0.0,PASS
2025_027,2025,Japanese Grand Prix,GAS,2,48,+10,0.2259,NaN,NaN,0.0,PASS
2025_028,2025,Japanese Grand Prix,BEA,1,3,+1,0.0,0.0,0.0,0.0,PASS
2025_028,2025,Japanese Grand Prix,BEA,1,3,+3,0.0,0.0,0.0,0.0,PASS
2025_028,2025,Japanese Grand Prix,BEA,1,3,+5,0.0,0.2529,0.2529,0.0,PASS
2025_028,2025,Japanese Grand Prix,BEA,1,3,+10,0.0,0.2529,0.2529,0.0,PASS
2025_029,2025,Japanese Grand Prix,GAS,2,37,+1,0.0,0.0,0.0,0.0,PASS
2025_029,2025,Japanese Grand Prix,GAS,2,37,+3,0.0,0.0,0.0,0.0,PASS
2025_029,2025,Japanese Grand Prix,GAS,2,37,+5,0.0,0.0,0.0,0.0,PASS
2025_029,2025,Japanese Grand Prix,GAS,2,37,+10,0.0,0.2259,0.2259,0.0,PASS
2025_030,2025,Monaco Grand Prix,BEA,3,42,+1,5.3542,5.3542,5.3542,0.0,PASS
2025_030,2025,Monaco Grand Prix,BEA,3,42,+3,5.3542,5.3542,5.3542,0.0,PASS
2025_030,2025,Monaco Grand Prix,BEA,3,42,+5,5.3542,5.3542,5.3542,0.0,PASS
2025_030,2025,Monaco Grand Prix,BEA,3,42,+10,5.3542,6.9715,6.9715,0.0,PASS
2025_031,2025,Monaco Grand Prix,STR,2,35,+1,4.2445,4.2445,4.2445,0.0,PASS
2025_031,2025,Monaco Grand Prix,STR,2,35,+3,4.2445,4.2445,4.2445,0.0,PASS
2025_031,2025,Monaco Grand Prix,STR,2,35,+5,4.2445,4.2445,4.2445,0.0,PASS
2025_031,2025,Monaco Grand Prix,STR,2,35,+10,4.2445,4.2445,4.2445,0.0,PASS
2025_032,2025,Qatar Grand Prix,COL,2,25,+1,0.0,0.4533,0.4533,0.0,PASS
2025_032,2025,Qatar Grand Prix,COL,2,25,+3,0.0,0.4533,0.4533,0.0,PASS
2025_032,2025,Qatar Grand Prix,COL,2,25,+5,0.0,0.4533,0.4533,0.0,PASS
2025_032,2025,Qatar Grand Prix,COL,2,25,+10,0.0,NaN,NaN,0.0,PASS
2025_033,2025,Hungarian Grand Prix,TSU,1,10,+1,0.026,0.026,0.026,0.0,PASS
2025_033,2025,Hungarian Grand Prix,TSU,1,10,+3,0.026,0.026,0.026,0.0,PASS
2025_033,2025,Hungarian Grand Prix,TSU,1,10,+5,0.026,0.026,0.026,0.0,PASS
2025_033,2025,Hungarian Grand Prix,TSU,1,10,+10,0.026,4.5635,4.5635,0.0,PASS
2025_034,2025,Bahrain Grand Prix,ALO,3,40,+1,0.25,0.4528,0.4528,0.0,PASS
2025_034,2025,Bahrain Grand Prix,ALO,3,40,+3,0.25,1.0183,1.0183,0.0,PASS
